Token,Count,Probability,Positions
10001000000001000001,1,0.0007880220646178094,"[(1949, 0)]"
10000000000001000000,1,0.0007880220646178094,"[(1962, 0)]"
00101000000000010001,1,0.0007880220646178094,"[(1962, 4)]"
10010010000010000000,1,0.0007880220646178094,"[(1997, 0)]"
00000000010011000000,1,0.0007880220646178094,"[(1997, 1)]"
00001001010100000001,1,0.0007880220646178094,"[(1997, 2)]"
10001000000000000010,1,0.0007880220646178094,"[(2012, 1)]"
00010010000110000000,1,0.0007880220646178094,"[(2058, 0)]"
00100000000100000010,1,0.0007880220646178094,"[(2058, 1), (2292, 2), (2930, 1)]"
10000000010000000100,1,0.0007880220646178094,"[(2058, 4)]"
01000000000110010100,1,0.0007880220646178094,"[(2106, 1)]"
00000000010100000000,1,0.0007880220646178094,"[(2180, 1)]"
00001000010100100000,1,0.0007880220646178094,"[(2180, 2)]"
01000001000000001000,1,0.0007880220646178094,"[(2180, 3)]"
00001000001100000000,1,0.0007880220646178094,"[(2180, 4)]"
00000000000001000010,1,0.0007880220646178094,"[(2206, 3)]"
00001010000001000000,1,0.0007880220646178094,"[(2215, 0)]"
00001000000010000001,1,0.0007880220646178094,"[(2215, 1)]"
00000001000001000100,1,0.0007880220646178094,"[(2215, 2)]"
00001000001000001000,1,0.0007880220646178094,"[(2215, 3)]"
10001000100000100001,1,0.0007880220646178094,"[(2215, 4)]"
00010000100010000000,1,0.0007880220646178094,"[(2230, 4)]"
00001000011100000000,1,0.0007880220646178094,"[(2231, 0)]"
01000100100010010000,1,0.0007880220646178094,"[(2255, 2)]"
11000000010001001000,1,0.0007880220646178094,"[(2258, 3)]"
00010000000000010010,1,0.0007880220646178094,"[(2289, 0), (2398, 4), (2836, 4)]"
00000000010001000010,1,0.0007880220646178094,"[(2289, 1)]"
10000001000000000010,1,0.0007880220646178094,"[(2289, 2)]"
00000100001000010000,1,0.0007880220646178094,"[(2289, 3)]"
00001000010000100010,1,0.0007880220646178094,"[(2289, 4)]"
10000001000000000000,1,0.0007880220646178094,"[(2291, 0)]"
10010000100010000000,1,0.0007880220646178094,"[(2292, 0)]"
00010000001000000010,1,0.0007880220646178094,"[(2292, 4)]"
00010000100001000001,1,0.0007880220646178094,"[(2315, 1), (2820, 0)]"
00010000000100000100,1,0.0007880220646178094,"[(2324, 0)]"
00000010000000100000,1,0.0007880220646178094,"[(2324, 1)]"
10000101000000000001,1,0.0007880220646178094,"[(2324, 2)]"
00000010000000000001,1,0.0007880220646178094,"[(2324, 4)]"
01010100000000010000,1,0.0007880220646178094,"[(2336, 2)]"
10010000010000010001,1,0.0007880220646178094,"[(2339, 1)]"
00101010000000000000,1,0.0007880220646178094,"[(2339, 2)]"
00000000000100001100,1,0.0007880220646178094,"[(2339, 4)]"
00110100000000000000,1,0.0007880220646178094,"[(2340, 1)]"
10000000000000010001,1,0.0007880220646178094,"[(2364, 2)]"
00000010000100001000,1,0.0007880220646178094,"[(2364, 3)]"
00001001001010001000,1,0.0007880220646178094,"[(2364, 4)]"
00000000001000001000,1,0.0007880220646178094,"[(2385, 1), (2561, 1)]"
01010000010000000000,1,0.0007880220646178094,"[(2398, 0)]"
10000100000000000100,1,0.0007880220646178094,"[(2398, 1)]"
00000010010000000000,1,0.0007880220646178094,"[(2398, 3)]"
00001000001000010000,1,0.0007880220646178094,"[(2433, 0)]"
10000000100000001000,1,0.0007880220646178094,"[(2433, 3)]"
10000000000100001000,1,0.0007880220646178094,"[(2433, 4)]"
00010010000010100000,1,0.0007880220646178094,"[(2507, 1)]"
10000000000000101000,1,0.0007880220646178094,"[(2507, 2)]"
10010000100001000000,1,0.0007880220646178094,"[(2507, 3)]"
00001000000100100000,1,0.0007880220646178094,"[(2507, 4)]"
00001001000001000100,1,0.0007880220646178094,"[(2542, 0)]"
00010000000100100000,1,0.0007880220646178094,"[(2542, 3)]"
10000001000100000000,1,0.0007880220646178094,"[(2557, 2)]"
00100000001100001000,1,0.0007880220646178094,"[(2557, 3)]"
00000001010001100001,1,0.0007880220646178094,"[(2582, 2)]"
00000000100001000100,1,0.0007880220646178094,"[(2582, 3)]"
10101000000000000010,1,0.0007880220646178094,"[(2598, 4)]"
00000001000001000000,1,0.0007880220646178094,"[(2616, 2)]"
01001100000000000000,1,0.0007880220646178094,"[(2616, 4)]"
00100000000000000001,1,0.0007880220646178094,"[(2651, 0)]"
00100000000010000010,1,0.0007880220646178094,"[(2651, 2)]"
01000000000000100000,1,0.0007880220646178094,"[(2666, 0)]"
00000001010100010100,1,0.0007880220646178094,"[(2725, 0)]"
00000100000000110000,1,0.0007880220646178094,"[(2725, 2)]"
01000010000000000100,1,0.0007880220646178094,"[(2725, 3)]"
10000000100000010000,1,0.0007880220646178094,"[(2760, 0)]"
00010000010000010000,1,0.0007880220646178094,"[(2760, 1)]"
10001000001000010000,1,0.0007880220646178094,"[(2760, 4)]"
00101001010000010000,1,0.0007880220646178094,"[(2776, 1)]"
00101000010100000100,1,0.0007880220646178094,"[(2800, 2), (2921, 3), (2930, 0)]"
00000100000000011000,1,0.0007880220646178094,"[(2811, 0), (2921, 1)]"
00100000100000010000,1,0.0007880220646178094,"[(2834, 0)]"
00001000000100010000,1,0.0007880220646178094,"[(2834, 1)]"
00010001000000010000,1,0.0007880220646178094,"[(2834, 2)]"
00010000010000001000,1,0.0007880220646178094,"[(2834, 4)]"
10000001000000100000,1,0.0007880220646178094,"[(2869, 1)]"
00011000000000100000,1,0.0007880220646178094,"[(2869, 2)]"
00010100000000100001,1,0.0007880220646178094,"[(2869, 3)]"
00001001001000010000,1,0.0007880220646178094,"[(2869, 4)]"
00010000100000000010,1,0.0007880220646178094,"[(2884, 1)]"
00000000010000100000,1,0.0007880220646178094,"[(2884, 3), (2993, 2)]"
00000000000010000100,1,0.0007880220646178094,"[(2925, 3)]"
10000010000000100000,1,0.0007880220646178094,"[(2943, 1)]"
00101000010110000000,1,0.0007880220646178094,"[(2978, 0)]"
00000010100000000100,1,0.0007880220646178094,"[(2978, 1)]"
00000100100000000000,1,0.0007880220646178094,"[(2978, 2)]"
00010100000000100000,1,0.0007880220646178094,"[(2978, 3)]"
00010000000001000000,1,0.0007880220646178094,"[(2994, 2)]"
01100000000000000000,1,0.0007880220646178094,"[(3029, 0)]"
